,Document,Topic,Name,Representation,Representative_Docs,Top_n_words,Probability,Representative_document
356,"TRUMPF: TRUMPF provides manufacturing solutions in the fields of machine tools, laser technology, and electronics., Digital Transformation, Industry 4.0, SaaS",4,4_cars_industry_of_manufacturer,"['cars', 'industry', 'of', 'manufacturer', '40', 'other', 'automotive', 'and', 'transformation', 'digital']","['Volkswagen: Leading German automotive manufacturer, Digital Transformation, Automation, Industry 4.0', 'Porsche: Leading manufacturer of high quality cars, Other, Automation, Digital Transformation', 'Daimler: Producer of premium cars and manufacturer of commercial vehicles, Other, Digital Transformation, Automation']",cars - industry - of - manufacturer - 40 - other - automotive - and - transformation - digital,0.5771131403998891,False
357,"Vestas: Vestas is the only global energy company dedicated exclusively to wind energy. Wind is our business and our passion., CleanTech, Analytics, Big Data",3,3_energy_gas_and_electricity,"['energy', 'gas', 'and', 'electricity', 'is', 'company', 'transformation', 'water', 'digital', 'the']","['Engie: ENGIE is a global energy player and an expert operator in the three key sectors of electricity, natural gas and energy services., Automation, Digital Transformation, Other', 'Veolia: Veolia group is the global leader in optimized resource management. With nearly 179,000 employees worldwide, the Group designs and provides water, waste and energy management solutions which contribute to the sustainable development of communities and industries. Through its three complementary business activities, Veolia helps to develop access to resources, preserve available resources, and to replenish them. In 2019, the Veolia group supplied 98 million people with drinking water and 67 million people with wastewater service, produced nearly 45 million megawatt hours of energy and treated 50 million metric tons of waste. Veolia Environnement (listed on Paris Euronext: VIE) recorded consolidated revenue of €27.189 billion in 2019 (USD 29.9 billion)., Digital Transformation, Automation, Smart Supply Chain', 'Equinor: Equinor is an energy company that specializes in providing oil, gas, wind energy, and solar power energy., Other, CleanTech, FinTech']",energy - gas - and - electricity - is - company - transformation - water - digital - the,1.0,False
358,"Viber: Viber allows people to connect through individual messaging, video calls, group chats or following brands and celebrities on Public Chats., Other, Industry 4.0",5,5_media_news_radio_digital,"['media', 'news', 'radio', 'digital', 'martech', 'transformation', 'automation', 'is', 'channel', 'of']","['France 24: France 24 is an international news and current affairs television channel that offers a French perspective on world events., Digital Transformation, New Mobility', 'Bonnier: Bonnier is a media group working in TV, daily newspapers, business and trade press, magazines, film, books, radio and digital media., Digital Transformation, Automation', 'ProSiebenSat.1 Media SE: ProSiebenSat.1 Media SE is a mass media company operating television, radio stations and print businesses., Digitalization, MarTech, Automation']",media - news - radio - digital - martech - transformation - automation - is - channel - of,0.8580849426762576,False
359,"Virgin Media Ireland: UPC is the European division of Liberty Global, Inc.,, Automation, Digital Transformation",-1,-1_and_is_automation_digital,"['and', 'is', 'automation', 'digital', 'of', 'transformation', 'the', 'in', 'for', 'other']","['Business France: Business France is the national agency responsible for the development of exports and international investment in France., Future of Work, Automation', 'Tesa: Tesa AG manufactures and markets self-adhesive products and system solutions for industry, trade, and consumer sectors worldwide., Future of Work, Digital Transformation, Automation', 'Smart: Smart offers its members with solutions to create a salaried job and a range of services in legal, financial, training and administration., CleanTech, Future of Work, Digital Transformation']",and - is - automation - digital - of - transformation - the - in - for - other,0.0,False
360,"Virgin Money: Virgin Money is a independent banking group., Sustainability, Social Good (Economy), Digital Transformation",1,1_bank_fintech_financial_banking,"['bank', 'fintech', 'financial', 'banking', 'services', 'payments', 'is', 'digital', 'of', 'transformation']","['HSBC: Is a British multinational banking and financial services company, Digital Transformation, Automation, FinTech', 'The Royal Bank of Scotland: The Royal Bank of Scotland is a bank providing retail banking services throughout the United Kingdom and Ireland.\xa0, Other, FinTech, Automation', 'Deutsche Bank: Global investment bank, offers financial products and services to corporate and institutional clients, FinTech, Automation, Digital Transformation']",bank - fintech - financial - banking - services - payments - is - digital - of - transformation,0.6269470115993864,False
361,"Visma: Visma provides business software and services for accounting and administration., Automation, Digital Transformation",11,11_consulting_manpower_automation_and,"['consulting', 'manpower', 'automation', 'and', 'recruitment', 'services', 'solutions', 'technology', 'management', 'business']","['Atos: Consulting services and solutions, ranging from supporting strategy development to enterprise solutions and technology, Automation, Digital Transformation, Future of Work', 'Randstad: Randstad is a global solutions provider in staffing and recruitment consultancy and placing talent in permanent and temporary job positions., Digital Transformation, Automation, Future of Work', 'Manpower: Manpower is a job recruitment firm engaged in providing Manpower, and talent solutions to the clients., Digital Transformation, Automation, Future of Work']",consulting - manpower - automation - and - recruitment - services - solutions - technology - management - business,1.0,False
362,"Wargaming: Wargaming is a game development platform that publishes free-to-play MMO games online., Automation, Sustainability, Digital Transformation",-1,-1_and_is_automation_digital,"['and', 'is', 'automation', 'digital', 'of', 'transformation', 'the', 'in', 'for', 'other']","['Business France: Business France is the national agency responsible for the development of exports and international investment in France., Future of Work, Automation', 'Tesa: Tesa AG manufactures and markets self-adhesive products and system solutions for industry, trade, and consumer sectors worldwide., Future of Work, Digital Transformation, Automation', 'Smart: Smart offers its members with solutions to create a salaried job and a range of services in legal, financial, training and administration., CleanTech, Future of Work, Digital Transformation']",and - is - automation - digital - of - transformation - the - in - for - other,0.0,False
363,"Wavemaker: Wavemaker provides next-generation media, content, technology solutions, and advertisement services to reinvent the media agency., Digital Transformation, HealthTech, MarTech",5,5_media_news_radio_digital,"['media', 'news', 'radio', 'digital', 'martech', 'transformation', 'automation', 'is', 'channel', 'of']","['France 24: France 24 is an international news and current affairs television channel that offers a French perspective on world events., Digital Transformation, New Mobility', 'Bonnier: Bonnier is a media group working in TV, daily newspapers, business and trade press, magazines, film, books, radio and digital media., Digital Transformation, Automation', 'ProSiebenSat.1 Media SE: ProSiebenSat.1 Media SE is a mass media company operating television, radio stations and print businesses., Digitalization, MarTech, Automation']",media - news - radio - digital - martech - transformation - automation - is - channel - of,0.8113224739575352,False
364,"Webhelp: Webhelp is a business process outsourcer (BPO), specialising in customer experience and payment management., Automation, Other",11,11_consulting_manpower_automation_and,"['consulting', 'manpower', 'automation', 'and', 'recruitment', 'services', 'solutions', 'technology', 'management', 'business']","['Atos: Consulting services and solutions, ranging from supporting strategy development to enterprise solutions and technology, Automation, Digital Transformation, Future of Work', 'Randstad: Randstad is a global solutions provider in staffing and recruitment consultancy and placing talent in permanent and temporary job positions., Digital Transformation, Automation, Future of Work', 'Manpower: Manpower is a job recruitment firm engaged in providing Manpower, and talent solutions to the clients., Digital Transformation, Automation, Future of Work']",consulting - manpower - automation - and - recruitment - services - solutions - technology - management - business,1.0,False
365,"WILO: WILO is the manufacturers of pumps and pump systems for building services., Automation, Digital Transformation, Future of Work",-1,-1_and_is_automation_digital,"['and', 'is', 'automation', 'digital', 'of', 'transformation', 'the', 'in', 'for', 'other']","['Business France: Business France is the national agency responsible for the development of exports and international investment in France., Future of Work, Automation', 'Tesa: Tesa AG manufactures and markets self-adhesive products and system solutions for industry, trade, and consumer sectors worldwide., Future of Work, Digital Transformation, Automation', 'Smart: Smart offers its members with solutions to create a salaried job and a range of services in legal, financial, training and administration., CleanTech, Future of Work, Digital Transformation']",and - is - automation - digital - of - transformation - the - in - for - other,0.0,False
366,"Ziggo: Ziggo was established on 1 February 2007, following the merger of @Home, Casema and Multikabel., Digital Transformation, Automation, Other",-1,-1_and_is_automation_digital,"['and', 'is', 'automation', 'digital', 'of', 'transformation', 'the', 'in', 'for', 'other']","['Business France: Business France is the national agency responsible for the development of exports and international investment in France., Future of Work, Automation', 'Tesa: Tesa AG manufactures and markets self-adhesive products and system solutions for industry, trade, and consumer sectors worldwide., Future of Work, Digital Transformation, Automation', 'Smart: Smart offers its members with solutions to create a salaried job and a range of services in legal, financial, training and administration., CleanTech, Future of Work, Digital Transformation']",and - is - automation - digital - of - transformation - the - in - for - other,0.0,False
367,"A1 Telekom Austria AG: A1 Telekom Austria is a communications company that offers a range of services., Automation, Digital Transformation, New Mobility",-1,-1_and_is_automation_digital,"['and', 'is', 'automation', 'digital', 'of', 'transformation', 'the', 'in', 'for', 'other']","['Business France: Business France is the national agency responsible for the development of exports and international investment in France., Future of Work, Automation', 'Tesa: Tesa AG manufactures and markets self-adhesive products and system solutions for industry, trade, and consumer sectors worldwide., Future of Work, Digital Transformation, Automation', 'Smart: Smart offers its members with solutions to create a salaried job and a range of services in legal, financial, training and administration., CleanTech, Future of Work, Digital Transformation']",and - is - automation - digital - of - transformation - the - in - for - other,0.0,False
368,"ABOUT YOU: ABOUT YOU is an eCommerce platform for clothing, shoes and accessories., Digital Transformation, Digitalization",0,0_and_food_is_the,"['and', 'food', 'is', 'the', 'that', 'of', 'automation', 'products', 'in', 'stores']","['Lesara: Lesara is the leading global agile retail pioneer for amazing fashion merchandise at best prices.\r\n\r\nThe company has offices in China and Germany and since its launch in 2013 expanded into 24 markets in 7 languages across Europe, grew its assortment to more than 100.000 SKUs and the the team to over 300 employees.\r\n\r\nLesara is operating a completely vertically integrated supply chain and needs only 2 weeks from idea over design, production to product go-live for its collections.\r\n\r\nThe company was awarded as fastest growing tech-company in Europe in 2016., Digitalization', 'Next: Next is engages in the retail of clothing, footwear, accessories, and home products for men, women, and children., Automation, Digital Transformation, HealthTech', 's.Oliver: s.Oliver is an online shop for apparel and fashion., Automation, Digital Transformation, Future of Work']",and - food - is - the - that - of - automation - products - in - stores,1.0,False
369,"ADEO: ADEO is a group in home improvement, DIY and decorating sectors., Digital Transformation, Future of Work",-1,-1_and_is_automation_digital,"['and', 'is', 'automation', 'digital', 'of', 'transformation', 'the', 'in', 'for', 'other']","['Business France: Business France is the national agency responsible for the development of exports and international investment in France., Future of Work, Automation', 'Tesa: Tesa AG manufactures and markets self-adhesive products and system solutions for industry, trade, and consumer sectors worldwide., Future of Work, Digital Transformation, Automation', 'Smart: Smart offers its members with solutions to create a salaried job and a range of services in legal, financial, training and administration., CleanTech, Future of Work, Digital Transformation']",and - is - automation - digital - of - transformation - the - in - for - other,0.0,False
370,"Adesso: Adesso is an IT company based in Germany that provides consulting and software development solutions., Digitalization, Automation",-1,-1_and_is_automation_digital,"['and', 'is', 'automation', 'digital', 'of', 'transformation', 'the', 'in', 'for', 'other']","['Business France: Business France is the national agency responsible for the development of exports and international investment in France., Future of Work, Automation', 'Tesa: Tesa AG manufactures and markets self-adhesive products and system solutions for industry, trade, and consumer sectors worldwide., Future of Work, Digital Transformation, Automation', 'Smart: Smart offers its members with solutions to create a salaried job and a range of services in legal, financial, training and administration., CleanTech, Future of Work, Digital Transformation']",and - is - automation - digital - of - transformation - the - in - for - other,0.0,False
371,"Adevinta: Adevinta is a digital marketplace that provides online classifieds services., Digital Transformation, LegalTech",-1,-1_and_is_automation_digital,"['and', 'is', 'automation', 'digital', 'of', 'transformation', 'the', 'in', 'for', 'other']","['Business France: Business France is the national agency responsible for the development of exports and international investment in France., Future of Work, Automation', 'Tesa: Tesa AG manufactures and markets self-adhesive products and system solutions for industry, trade, and consumer sectors worldwide., Future of Work, Digital Transformation, Automation', 'Smart: Smart offers its members with solutions to create a salaried job and a range of services in legal, financial, training and administration., CleanTech, Future of Work, Digital Transformation']",and - is - automation - digital - of - transformation - the - in - for - other,0.0,False
372,"Adif: Adif Railway management: circulation, infrastructure, stations, logistics facilities, international relations., Industry 4.0, New Mobility, HealthTech",6,6_transport_travel_rail_air,"['transport', 'travel', 'rail', 'air', 'airline', 'the', 'and', 'of', 'mobility', 'airlines']","['SITA: SITA is an air transport IT and communications specialist, providing IT and telecommunication services to the air transport industry., Cybersecurity, Automation', 'Iberia: Iberia operates a commercial airline and travel service for clients in Latin America and the rest of the world., Digital Transformation, Other', 'Renfe: Renfe is a service rail transport of passengers and goods under the Ministry of Development., New Mobility']",transport - travel - rail - air - airline - the - and - of - mobility - airlines,0.9254721234745457,False
373,"Advanced: Advanced provide software & services for commercial, public and third sector organisations that make the complex simple., HealthTech, Digital Transformation",2,2_healthtech_health_and_medical,"['healthtech', 'health', 'and', 'medical', 'healthcare', 'digital', 'transformation', 'in', 'the', 'pharmaceutical']","['Novo Nordisk: Novo Nordisk is a global healthcare company with more than 90 years of innovation and leadership in diabetes care., HealthTech, Health Care', 'University Medical Center Groningen: University Medical Center Groningen is a hospital in Groningen, The Netherlands. Its core tasks are academic health care, medical education., HealthTech, Automation', 'Fresenius Medical Care: Fresenius Medical Care is a healthcare company that provides dialysis treatment for those with chronic kidney diseases., Digital Transformation, Future of Work, Automation']",healthtech - health - and - medical - healthcare - digital - transformation - in - the - pharmaceutical,0.6190335135656735,False
374,"Adyen: Adyen offers Adyen platform that integrates gateway, risk management, processing, acquiring, and settlement of payments., FinTech, Artificial Intelligence, Machine Learning",1,1_bank_fintech_financial_banking,"['bank', 'fintech', 'financial', 'banking', 'services', 'payments', 'is', 'digital', 'of', 'transformation']","['HSBC: Is a British multinational banking and financial services company, Digital Transformation, Automation, FinTech', 'The Royal Bank of Scotland: The Royal Bank of Scotland is a bank providing retail banking services throughout the United Kingdom and Ireland.\xa0, Other, FinTech, Automation', 'Deutsche Bank: Global investment bank, offers financial products and services to corporate and institutional clients, FinTech, Automation, Digital Transformation']",bank - fintech - financial - banking - services - payments - is - digital - of - transformation,0.3715327452686306,False
375,"AFAS Software: AFAS Software develops software products for businesses., FinTech, Automation",-1,-1_and_is_automation_digital,"['and', 'is', 'automation', 'digital', 'of', 'transformation', 'the', 'in', 'for', 'other']","['Business France: Business France is the national agency responsible for the development of exports and international investment in France., Future of Work, Automation', 'Tesa: Tesa AG manufactures and markets self-adhesive products and system solutions for industry, trade, and consumer sectors worldwide., Future of Work, Digital Transformation, Automation', 'Smart: Smart offers its members with solutions to create a salaried job and a range of services in legal, financial, training and administration., CleanTech, Future of Work, Digital Transformation']",and - is - automation - digital - of - transformation - the - in - for - other,0.0,False
376,"Affidea: Affidea, the Pan-European provider of diagnostic imaging and cancer treatment services., HealthTech, Other",2,2_healthtech_health_and_medical,"['healthtech', 'health', 'and', 'medical', 'healthcare', 'digital', 'transformation', 'in', 'the', 'pharmaceutical']","['Novo Nordisk: Novo Nordisk is a global healthcare company with more than 90 years of innovation and leadership in diabetes care., HealthTech, Health Care', 'University Medical Center Groningen: University Medical Center Groningen is a hospital in Groningen, The Netherlands. Its core tasks are academic health care, medical education., HealthTech, Automation', 'Fresenius Medical Care: Fresenius Medical Care is a healthcare company that provides dialysis treatment for those with chronic kidney diseases., Digital Transformation, Future of Work, Automation']",healthtech - health - and - medical - healthcare - digital - transformation - in - the - pharmaceutical,0.7772877896084982,False
377,"AKI: AKI is an easy DIY stores where you will find everything you need for the repair, maintenance and improvement of your home and garden., MarTech, Other",-1,-1_and_is_automation_digital,"['and', 'is', 'automation', 'digital', 'of', 'transformation', 'the', 'in', 'for', 'other']","['Business France: Business France is the national agency responsible for the development of exports and international investment in France., Future of Work, Automation', 'Tesa: Tesa AG manufactures and markets self-adhesive products and system solutions for industry, trade, and consumer sectors worldwide., Future of Work, Digital Transformation, Automation', 'Smart: Smart offers its members with solutions to create a salaried job and a range of services in legal, financial, training and administration., CleanTech, Future of Work, Digital Transformation']",and - is - automation - digital - of - transformation - the - in - for - other,0.0,False
378,"Algemeen Dagblad: Algemeen Dagblad is an online news portal that covers sports, entertainment, business and science., Digital Transformation, FinTech",5,5_media_news_radio_digital,"['media', 'news', 'radio', 'digital', 'martech', 'transformation', 'automation', 'is', 'channel', 'of']","['France 24: France 24 is an international news and current affairs television channel that offers a French perspective on world events., Digital Transformation, New Mobility', 'Bonnier: Bonnier is a media group working in TV, daily newspapers, business and trade press, magazines, film, books, radio and digital media., Digital Transformation, Automation', 'ProSiebenSat.1 Media SE: ProSiebenSat.1 Media SE is a mass media company operating television, radio stations and print businesses., Digitalization, MarTech, Automation']",media - news - radio - digital - martech - transformation - automation - is - channel - of,1.0,False
379,"ALPLA: ALPLA is packaging systems, bottles, caps and injection-moulded parts., Artificial Intelligence, Business Intelligence, Cloud Computing",-1,-1_and_is_automation_digital,"['and', 'is', 'automation', 'digital', 'of', 'transformation', 'the', 'in', 'for', 'other']","['Business France: Business France is the national agency responsible for the development of exports and international investment in France., Future of Work, Automation', 'Tesa: Tesa AG manufactures and markets self-adhesive products and system solutions for industry, trade, and consumer sectors worldwide., Future of Work, Digital Transformation, Automation', 'Smart: Smart offers its members with solutions to create a salaried job and a range of services in legal, financial, training and administration., CleanTech, Future of Work, Digital Transformation']",and - is - automation - digital - of - transformation - the - in - for - other,0.0,False
380,"Arcadis: The leading global natural and built asset design and consultancy firm., Digital Transformation, Automation, Future of Work",-1,-1_and_is_automation_digital,"['and', 'is', 'automation', 'digital', 'of', 'transformation', 'the', 'in', 'for', 'other']","['Business France: Business France is the national agency responsible for the development of exports and international investment in France., Future of Work, Automation', 'Tesa: Tesa AG manufactures and markets self-adhesive products and system solutions for industry, trade, and consumer sectors worldwide., Future of Work, Digital Transformation, Automation', 'Smart: Smart offers its members with solutions to create a salaried job and a range of services in legal, financial, training and administration., CleanTech, Future of Work, Digital Transformation']",and - is - automation - digital - of - transformation - the - in - for - other,0.0,False
381,"Arup: Arup is an independent firm of designers, planners, engineers and technical specialists offering a broad range of professional services., Automation, Digital Transformation",-1,-1_and_is_automation_digital,"['and', 'is', 'automation', 'digital', 'of', 'transformation', 'the', 'in', 'for', 'other']","['Business France: Business France is the national agency responsible for the development of exports and international investment in France., Future of Work, Automation', 'Tesa: Tesa AG manufactures and markets self-adhesive products and system solutions for industry, trade, and consumer sectors worldwide., Future of Work, Digital Transformation, Automation', 'Smart: Smart offers its members with solutions to create a salaried job and a range of services in legal, financial, training and administration., CleanTech, Future of Work, Digital Transformation']",and - is - automation - digital - of - transformation - the - in - for - other,0.0,False
382,"Asda: Asda owns and operates a chain of supermarkets that sell various products., Automation, Digital Transformation, Smart Home",0,0_and_food_is_the,"['and', 'food', 'is', 'the', 'that', 'of', 'automation', 'products', 'in', 'stores']","['Lesara: Lesara is the leading global agile retail pioneer for amazing fashion merchandise at best prices.\r\n\r\nThe company has offices in China and Germany and since its launch in 2013 expanded into 24 markets in 7 languages across Europe, grew its assortment to more than 100.000 SKUs and the the team to over 300 employees.\r\n\r\nLesara is operating a completely vertically integrated supply chain and needs only 2 weeks from idea over design, production to product go-live for its collections.\r\n\r\nThe company was awarded as fastest growing tech-company in Europe in 2016., Digitalization', 'Next: Next is engages in the retail of clothing, footwear, accessories, and home products for men, women, and children., Automation, Digital Transformation, HealthTech', 's.Oliver: s.Oliver is an online shop for apparel and fashion., Automation, Digital Transformation, Future of Work']",and - food - is - the - that - of - automation - products - in - stores,0.8878394637681649,False
383,"Asklepios: Asklepios Kliniken is one of the private operators of hospitals and healthcare facilities in Germany., Digital Transformation, Automation, Industry 4.0",-1,-1_and_is_automation_digital,"['and', 'is', 'automation', 'digital', 'of', 'transformation', 'the', 'in', 'for', 'other']","['Business France: Business France is the national agency responsible for the development of exports and international investment in France., Future of Work, Automation', 'Tesa: Tesa AG manufactures and markets self-adhesive products and system solutions for industry, trade, and consumer sectors worldwide., Future of Work, Digital Transformation, Automation', 'Smart: Smart offers its members with solutions to create a salaried job and a range of services in legal, financial, training and administration., CleanTech, Future of Work, Digital Transformation']",and - is - automation - digital - of - transformation - the - in - for - other,0.0,False
384,"Atento: Atento is the company in Business Process Outsourcing and Customer Experience Management services., Digital Transformation, Automation",11,11_consulting_manpower_automation_and,"['consulting', 'manpower', 'automation', 'and', 'recruitment', 'services', 'solutions', 'technology', 'management', 'business']","['Atos: Consulting services and solutions, ranging from supporting strategy development to enterprise solutions and technology, Automation, Digital Transformation, Future of Work', 'Randstad: Randstad is a global solutions provider in staffing and recruitment consultancy and placing talent in permanent and temporary job positions., Digital Transformation, Automation, Future of Work', 'Manpower: Manpower is a job recruitment firm engaged in providing Manpower, and talent solutions to the clients., Digital Transformation, Automation, Future of Work']",consulting - manpower - automation - and - recruitment - services - solutions - technology - management - business,1.0,False
385,"Autoliv: Autoliv is a holding company and a supplier of automotive safety systems., Other, New Mobility",4,4_cars_industry_of_manufacturer,"['cars', 'industry', 'of', 'manufacturer', '40', 'other', 'automotive', 'and', 'transformation', 'digital']","['Volkswagen: Leading German automotive manufacturer, Digital Transformation, Automation, Industry 4.0', 'Porsche: Leading manufacturer of high quality cars, Other, Automation, Digital Transformation', 'Daimler: Producer of premium cars and manufacturer of commercial vehicles, Other, Digital Transformation, Automation']",cars - industry - of - manufacturer - 40 - other - automotive - and - transformation - digital,0.8946119070483355,False
386,"Aviva Investors: Aviva Investors is a global asset manager with expertise in real estate, fixed income, equity, multi-asset and alternative investments., MarTech, PropTech, Digital Transformation",-1,-1_and_is_automation_digital,"['and', 'is', 'automation', 'digital', 'of', 'transformation', 'the', 'in', 'for', 'other']","['Business France: Business France is the national agency responsible for the development of exports and international investment in France., Future of Work, Automation', 'Tesa: Tesa AG manufactures and markets self-adhesive products and system solutions for industry, trade, and consumer sectors worldwide., Future of Work, Digital Transformation, Automation', 'Smart: Smart offers its members with solutions to create a salaried job and a range of services in legal, financial, training and administration., CleanTech, Future of Work, Digital Transformation']",and - is - automation - digital - of - transformation - the - in - for - other,0.0,False
387,"AXA Assistance: AXA Assistance is the global assistance specialist provider in Automotive, Travel, Home, Health and Life Care Services., InsurTech, FinTech",-1,-1_and_is_automation_digital,"['and', 'is', 'automation', 'digital', 'of', 'transformation', 'the', 'in', 'for', 'other']","['Business France: Business France is the national agency responsible for the development of exports and international investment in France., Future of Work, Automation', 'Tesa: Tesa AG manufactures and markets self-adhesive products and system solutions for industry, trade, and consumer sectors worldwide., Future of Work, Digital Transformation, Automation', 'Smart: Smart offers its members with solutions to create a salaried job and a range of services in legal, financial, training and administration., CleanTech, Future of Work, Digital Transformation']",and - is - automation - digital - of - transformation - the - in - for - other,0.0,False
388,"Axians: Axians is an independent IT company with a consulting, services, software, hardware and IT operations., Automation",-1,-1_and_is_automation_digital,"['and', 'is', 'automation', 'digital', 'of', 'transformation', 'the', 'in', 'for', 'other']","['Business France: Business France is the national agency responsible for the development of exports and international investment in France., Future of Work, Automation', 'Tesa: Tesa AG manufactures and markets self-adhesive products and system solutions for industry, trade, and consumer sectors worldwide., Future of Work, Digital Transformation, Automation', 'Smart: Smart offers its members with solutions to create a salaried job and a range of services in legal, financial, training and administration., CleanTech, Future of Work, Digital Transformation']",and - is - automation - digital - of - transformation - the - in - for - other,0.0,False
389,"Bank of England: The Bank of England serves as the central bank of the United Kingdom., Digital Transformation, Automation",1,1_bank_fintech_financial_banking,"['bank', 'fintech', 'financial', 'banking', 'services', 'payments', 'is', 'digital', 'of', 'transformation']","['HSBC: Is a British multinational banking and financial services company, Digital Transformation, Automation, FinTech', 'The Royal Bank of Scotland: The Royal Bank of Scotland is a bank providing retail banking services throughout the United Kingdom and Ireland.\xa0, Other, FinTech, Automation', 'Deutsche Bank: Global investment bank, offers financial products and services to corporate and institutional clients, FinTech, Automation, Digital Transformation']",bank - fintech - financial - banking - services - payments - is - digital - of - transformation,1.0,False
390,"Bank of Scotland: Bank of Scotland is a commercial and clearing bank based in Edinburgh, Scotland., Sustainability, Social Good (Economy), FinTech",1,1_bank_fintech_financial_banking,"['bank', 'fintech', 'financial', 'banking', 'services', 'payments', 'is', 'digital', 'of', 'transformation']","['HSBC: Is a British multinational banking and financial services company, Digital Transformation, Automation, FinTech', 'The Royal Bank of Scotland: The Royal Bank of Scotland is a bank providing retail banking services throughout the United Kingdom and Ireland.\xa0, Other, FinTech, Automation', 'Deutsche Bank: Global investment bank, offers financial products and services to corporate and institutional clients, FinTech, Automation, Digital Transformation']",bank - fintech - financial - banking - services - payments - is - digital - of - transformation,1.0,False
391,"Bankia: Bankia is a Spanish bank formed by consolidating the operations of seven regional savings banks., Digital Transformation",1,1_bank_fintech_financial_banking,"['bank', 'fintech', 'financial', 'banking', 'services', 'payments', 'is', 'digital', 'of', 'transformation']","['HSBC: Is a British multinational banking and financial services company, Digital Transformation, Automation, FinTech', 'The Royal Bank of Scotland: The Royal Bank of Scotland is a bank providing retail banking services throughout the United Kingdom and Ireland.\xa0, Other, FinTech, Automation', 'Deutsche Bank: Global investment bank, offers financial products and services to corporate and institutional clients, FinTech, Automation, Digital Transformation']",bank - fintech - financial - banking - services - payments - is - digital - of - transformation,0.9343012536995505,False
392,"Barbour: Barbour is a 120 year old global brand defining the essence of true British style., Digital Transformation, FinTech",-1,-1_and_is_automation_digital,"['and', 'is', 'automation', 'digital', 'of', 'transformation', 'the', 'in', 'for', 'other']","['Business France: Business France is the national agency responsible for the development of exports and international investment in France., Future of Work, Automation', 'Tesa: Tesa AG manufactures and markets self-adhesive products and system solutions for industry, trade, and consumer sectors worldwide., Future of Work, Digital Transformation, Automation', 'Smart: Smart offers its members with solutions to create a salaried job and a range of services in legal, financial, training and administration., CleanTech, Future of Work, Digital Transformation']",and - is - automation - digital - of - transformation - the - in - for - other,0.0,False
393,"BayWa: BayWa is a German company which operates in the agriculture, building materials and energy sectors., Automation, FinTech",-1,-1_and_is_automation_digital,"['and', 'is', 'automation', 'digital', 'of', 'transformation', 'the', 'in', 'for', 'other']","['Business France: Business France is the national agency responsible for the development of exports and international investment in France., Future of Work, Automation', 'Tesa: Tesa AG manufactures and markets self-adhesive products and system solutions for industry, trade, and consumer sectors worldwide., Future of Work, Digital Transformation, Automation', 'Smart: Smart offers its members with solutions to create a salaried job and a range of services in legal, financial, training and administration., CleanTech, Future of Work, Digital Transformation']",and - is - automation - digital - of - transformation - the - in - for - other,0.0,False
394,"BBDO: BBDO is an online portal that provides information on advertising, brand communication, digital solutions, public affairs, and consulting., Digital Transformation, Automation",-1,-1_and_is_automation_digital,"['and', 'is', 'automation', 'digital', 'of', 'transformation', 'the', 'in', 'for', 'other']","['Business France: Business France is the national agency responsible for the development of exports and international investment in France., Future of Work, Automation', 'Tesa: Tesa AG manufactures and markets self-adhesive products and system solutions for industry, trade, and consumer sectors worldwide., Future of Work, Digital Transformation, Automation', 'Smart: Smart offers its members with solutions to create a salaried job and a range of services in legal, financial, training and administration., CleanTech, Future of Work, Digital Transformation']",and - is - automation - digital - of - transformation - the - in - for - other,0.0,False
395,"BearingPoint: BearingPoint offers management and technology consulting services that transforms businesses by creating customized solutions., Automation, Safety",11,11_consulting_manpower_automation_and,"['consulting', 'manpower', 'automation', 'and', 'recruitment', 'services', 'solutions', 'technology', 'management', 'business']","['Atos: Consulting services and solutions, ranging from supporting strategy development to enterprise solutions and technology, Automation, Digital Transformation, Future of Work', 'Randstad: Randstad is a global solutions provider in staffing and recruitment consultancy and placing talent in permanent and temporary job positions., Digital Transformation, Automation, Future of Work', 'Manpower: Manpower is a job recruitment firm engaged in providing Manpower, and talent solutions to the clients., Digital Transformation, Automation, Future of Work']",consulting - manpower - automation - and - recruitment - services - solutions - technology - management - business,0.9574515743556532,False
396,"BELECTRIC: BELECTRIC specializes in the development and construction of ground-mounted solar power plants and roof-mounted photovoltaic systems., Digital Transformation, Automation",3,3_energy_gas_and_electricity,"['energy', 'gas', 'and', 'electricity', 'is', 'company', 'transformation', 'water', 'digital', 'the']","['Engie: ENGIE is a global energy player and an expert operator in the three key sectors of electricity, natural gas and energy services., Automation, Digital Transformation, Other', 'Veolia: Veolia group is the global leader in optimized resource management. With nearly 179,000 employees worldwide, the Group designs and provides water, waste and energy management solutions which contribute to the sustainable development of communities and industries. Through its three complementary business activities, Veolia helps to develop access to resources, preserve available resources, and to replenish them. In 2019, the Veolia group supplied 98 million people with drinking water and 67 million people with wastewater service, produced nearly 45 million megawatt hours of energy and treated 50 million metric tons of waste. Veolia Environnement (listed on Paris Euronext: VIE) recorded consolidated revenue of €27.189 billion in 2019 (USD 29.9 billion)., Digital Transformation, Automation, Smart Supply Chain', 'Equinor: Equinor is an energy company that specializes in providing oil, gas, wind energy, and solar power energy., Other, CleanTech, FinTech']",energy - gas - and - electricity - is - company - transformation - water - digital - the,0.5974565913798813,False
